order_id,product_id,quantity,unit_price,discount
58,77,2,15.68,0.0
59,61,4,37.44,0.0
60,8,2,274.79,0.0
60,30,1,18.03,0.1
60,53,3,108.15,0.0
61,19,2,207.39,0.0
61,79,1,73.8,0.1
62,74,3,36.95,0.0
62,87,1,400.13,0.0
62,102,3,104.68,0.0
63,13,2,290.11,0.15
63,94,3,8.62,0.0
63,57,2,260.52,0.0
63,8,3,274.79,0.0
63,51,2,37.61,0.0
64,30,4,18.03,0.0
64,85,2,22.44,0.0
64,111,1,36.67,0.0
64,98,2,979.01,0.0
65,118,2,369.42,0.1
66,38,3,37.51,0.0
66,42,3,13.33,0.0
66,118,2,369.42,0.0
66,78,4,137.74,0.0
67,27,2,86.91,0.0
67,77,2,15.68,0.0
67,8,2,274.79,0.0
68,41,1,61.94,0.0
69,12,2,61.23,0.0
69,21,3,82.02,0.0
69,112,2,10.05,0.0
70,112,3,10.05,0.0
71,58,3,22.91,0.2
72,13,1,290.11,0.0
72,111,2,36.67,0.0
73,28,4,93.78,0.0
73,45,1,28.82,0.0
73,88,4,13.67,0.1
73,39,1,813.85,0.0
73,59,3,90.35,0.0
74,66,4,405.53,0.0
74,115,4,22.31,0.15
74,103,2,101.9,0.0
75,33,3,19.5,0.0
75,76,3,10.64,0.0
75,36,2,76.85,0.0
76,81,4,31.68,0.0
77,92,4,66.97,0.0
77,41,4,61.94,0.2
77,25,1,11.98,0.0
78,98,3,979.01,0.15
78,1,1,74.48,0.0
78,10,1,121.49,0.1
78,26,4,36.15,0.0
79,118,2,369.42,0.0
79,120,1,87.36,0.0
79,86,2,230.89,0.0
80,118,3,369.42,0.0
80,21,2,82.02,0.0
80,5,1,95.87,0.0
80,116,1,340.28,0.1
80,89,4,15.09,0.15
81,3,4,210.73,0.0
81,38,3,37.51,0.0
81,85,3,22.44,0.0
81,115,3,22.31,0.0
82,25,3,11.98,0.1
83,30,3,18.03,0.0
83,116,1,340.28,0.0
83,5,4,95.87,0.0
83,96,3,13.59,0.0
83,4,4,30.61,0.0
84,86,4,230.89,0.1
84,2,4,26.52,0.0
85,20,4,17.08,0.0
86,74,2,36.95,0.0
86,13,3,290.11,0.0
86,40,4,72.98,0.0
86,115,4,22.31,0.0
87,86,2,230.89,0.0
87,6,2,79.0,0.0
87,18,2,673.88,0.0
87,1,2,74.48,0.0
88,115,4,22.31,0.0
89,28,4,93.78,0.0
89,81,4,31.68,0.0
89,19,4,207.39,0.0
89,5,2,95.87,0.0
89,74,2,36.95,0.0
90,38,3,37.51,0.0
90,32,4,37.01,0.0
90,87,2,400.13,0.0
91,18,2,673.88,0.2
91,120,2,87.36,0.0
92,99,4,38.04,0.0
93,26,2,36.15,0.0
94,50,1,36.36,0.0
95,46,3,1072.61,0.0
95,56,3,180.17,0.15
95,71,3,114.05,0.0
95,82,3,55.45,0.0
96,26,1,36.15,0.0
96,2,4,26.52,0.0
96,69,3,149.0,0.0
96,58,1,22.91,0.1
96,63,4,19.91,0.0
97,99,3,38.04,0.0
97,83,4,34.02,0.0
98,93,4,68.0,0.1
98,95,4,31.66,0.0
98,5,2,95.87,0.0
98,61,4,37.44,0.0
99,6,3,79.0,0.0
99,101,1,29.93,0.0
99,63,3,19.91,0.0
99,99,1,38.04,0.0
100,38,2,37.51,0.0
101,47,4,25.63,0.0
102,16,1,15.62,0.0
103,101,4,29.93,0.0
103,120,3,87.36,0.1
104,9,2,35.83,0.15
104,31,2,527.26,0.0
105,74,4,36.95,0.0
105,13,4,290.11,0.0
105,52,1,15.79,0.0
105,71,3,114.05,0.15
105,84,2,62.27,0.0
106,14,3,74.09,0.0
107,71,1,114.05,0.1
107,46,3,1072.61,0.0
107,107,4,257.39,0.2
107,96,1,13.59,0.0
108,7,1,23.82,0.0
108,8,3,274.79,0.0
109,4,2,30.61,0.0
109,78,3,137.74,0.0
109,35,3,273.54,0.1
109,106,2,46.75,0.15
109,119,2,44.92,0.15
110,99,2,38.04,0.0
111,30,3,18.03,0.0
112,7,1,23.82,0.1
112,74,3,36.95,0.0
112,107,1,257.39,0.0
113,25,2,11.98,0.0
113,92,1,66.97,0.1
114,12,4,61.23,0.0
114,84,1,62.27,0.1
115,67,1,38.0,0.0
115,86,1,230.89,0.0
115,33,4,19.5,0.15
115,27,4,86.91,0.0
116,90,4,109.37,0.15
116,83,3,34.02,0.0
116,49,4,23.55,0.0
116,39,4,813.85,0.0
116,97,3,15.51,0.0
117,119,3,44.92,0.0
117,10,4,121.49,0.0
117,32,1,37.01,0.1
117,114,2,14.07,0.0
118,105,4,45.11,0.1
118,55,4,16.78,0.0
118,25,3,11.98,0.2
119,86,2,230.89,0.0
119,54,3,27.62,0.0
120,66,2,405.53,0.0
120,95,1,31.66,0.0
120,87,2,400.13,0.2
121,98,1,979.01,0.0
121,93,3,68.0,0.15
121,17,1,30.4,0.0
122,86,1,230.89,0.0
122,13,4,290.11,0.0
122,63,3,19.91,0.0
123,69,3,149.0,0.0
123,51,4,37.61,0.0
123,91,2,128.38,0.0
123,60,4,91.68,0.15
124,112,1,10.05,0.0
124,108,2,27.5,0.0
125,118,3,369.42,0.0
125,90,3,109.37,0.15
125,115,3,22.31,0.0
125,86,2,230.89,0.0
125,9,1,35.83,0.0
126,38,3,37.51,0.0
127,44,4,18.46,0.0
127,76,3,10.64,0.0
128,118,4,369.42,0.2
128,76,4,10.64,0.2
128,3,3,210.73,0.0
128,39,2,813.85,0.0
128,55,1,16.78,0.2
129,109,3,24.7,0.0
130,39,1,813.85,0.0
131,54,4,27.62,0.0
131,10,3,121.49,0.0
131,31,2,527.26,0.0
131,49,2,23.55,0.0
132,17,2,30.4,0.0
133,93,2,68.0,0.2
133,53,2,108.15,0.0
133,43,4,23.13,0.0
134,116,4,340.28,0.0
135,108,2,27.5,0.0
135,82,1,55.45,0.0
135,38,2,37.51,0.0
136,11,2,362.9,0.1
136,25,3,11.98,0.0
136,2,4,26.52,0.1
136,14,4,74.09,0.0
136,107,3,257.39,0.0
137,82,1,55.45,0.0
137,41,4,61.94,0.0
137,47,2,25.63,0.0
138,58,2,22.91,0.0
138,59,4,90.35,0.0
139,58,3,22.91,0.1
139,90,3,109.37,0.0
139,69,4,149.0,0.0
139,72,3,27.53,0.0
139,10,1,121.49,0.0
140,66,4,405.53,0.0
140,57,1,260.52,0.0
140,96,3,13.59,0.0
140,81,1,31.68,0.0
140,78,2,137.74,0.0
141,14,2,74.09,0.2
142,68,1,34.7,0.1
143,104,1,291.82,0.0
143,37,2,921.79,0.0
143,116,2,340.28,0.0
144,97,3,15.51,0.0
145,107,1,257.39,0.0
145,15,3,50.98,0.0
145,47,2,25.63,0.0
145,97,4,15.51,0.0
145,93,3,68.0,0.0
146,14,3,74.09,0.0
146,95,4,31.66,0.0
146,48,4,128.2,0.2
146,51,1,37.61,0.0
147,110,1,59.35,0.0
147,86,1,230.89,0.15
148,22,2,133.91,0.0
148,62,3,151.53,0.0
149,50,4,36.36,0.0
150,109,3,24.7,0.15
150,19,2,207.39,0.1
150,97,4,15.51,0.0
151,67,4,38.0,0.0
152,56,2,180.17,0.0
152,53,2,108.15,0.2
152,9,3,35.83,0.0
152,36,2,76.85,0.0
153,88,1,13.67,0.0
153,82,4,55.45,0.0
153,80,3,21.1,0.0
153,119,1,44.92,0.0
154,57,2,260.52,0.0
154,93,3,68.0,0.0
154,34,1,95.61,0.0
154,20,3,17.08,0.1
155,93,3,68.0,0.0
155,34,3,95.61,0.0
156,8,1,274.79,0.0
156,46,3,1072.61,0.0
156,118,2,369.42,0.0
156,105,3,45.11,0.0
156,10,3,121.49,0.0
157,116,1,340.28,0.0
157,110,3,59.35,0.0
157,52,1,15.79,0.15
157,82,1,55.45,0.0
158,88,3,13.67,0.0
158,4,2,30.61,0.0
158,83,1,34.02,0.0
158,116,2,340.28,0.0
158,91,1,128.38,0.0
159,30,3,18.03,0.0
159,33,4,19.5,0.1
160,62,1,151.53,0.15
160,58,3,22.91,0.2
160,38,1,37.51,0.0
160,103,4,101.9,0.15
160,73,4,111.85,0.0
161,76,1,10.64,0.0
161,5,4,95.87,0.0
161,72,3,27.53,0.0
161,2,1,26.52,0.15
162,67,3,38.0,0.0
162,97,4,15.51,0.0
163,69,3,149.0,0.15
163,103,4,101.9,0.0
163,90,2,109.37,0.0
164,43,3,23.13,0.0
164,74,1,36.95,0.0
165,27,1,86.91,0.0
166,115,3,22.31,0.0
166,18,1,673.88,0.0
167,50,1,36.36,0.0
167,64,4,248.26,0.0
167,90,3,109.37,0.0
167,103,4,101.9,0.0
167,118,1,369.42,0.0
168,59,2,90.35,0.0
169,112,4,10.05,0.1
169,37,4,921.79,0.0
169,120,4,87.36,0.1
169,118,2,369.42,0.0
170,59,4,90.35,0.0
170,33,1,19.5,0.0
171,84,2,62.27,0.0
171,37,2,921.79,0.2
172,78,4,137.74,0.0
172,51,4,37.61,0.0
172,36,4,76.85,0.0
172,91,3,128.38,0.0
172,55,1,16.78,0.2
173,51,4,37.61,0.0
174,11,4,362.9,0.0
174,88,3,13.67,0.0
175,94,4,8.62,0.0
175,25,2,11.98,0.0
175,77,3,15.68,0.0
175,86,4,230.89,0.0
175,42,3,13.33,0.0
176,82,2,55.45,0.0
176,81,1,31.68,0.0
176,115,4,22.31,0.1
176,74,2,36.95,0.0
176,85,1,22.44,0.0
177,114,1,14.07,0.0
177,113,4,570.95,0.0
177,49,1,23.55,0.0
177,99,4,38.04,0.0
178,69,4,149.0,0.1
178,93,1,68.0,0.15
178,27,4,86.91,0.0
178,21,1,82.02,0.1
178,3,1,210.73,0.0
179,117,1,15.26,0.0
180,87,3,400.13,0.0
180,78,1,137.74,0.1
180,98,1,979.01,0.15
180,30,2,18.03,0.0
181,12,3,61.23,0.0
182,67,1,38.0,0.2
182,90,3,109.37,0.0
183,3,3,210.73,0.0
184,66,3,405.53,0.0
184,45,2,28.82,0.0
184,93,3,68.0,0.2
185,97,3,15.51,0.0
185,111,3,36.67,0.0
185,91,4,128.38,0.0
185,55,1,16.78,0.0
185,98,4,979.01,0.0
186,46,2,1072.61,0.0
187,7,1,23.82,0.0
188,85,2,22.44,0.0
188,118,1,369.42,0.0
188,14,2,74.09,0.0
189,113,2,570.95,0.0
190,32,2,37.01,0.0
190,56,2,180.17,0.0
191,69,4,149.0,0.0
191,62,2,151.53,0.1
191,49,2,23.55,0.0
192,55,2,16.78,0.0
192,56,2,180.17,0.0
193,84,4,62.27,0.0
193,86,3,230.89,0.0
193,49,1,23.55,0.0
194,105,2,45.11,0.0
194,70,1,28.81,0.1
195,55,4,16.78,0.0
195,49,3,23.55,0.0
195,97,3,15.51,0.0
195,3,3,210.73,0.0
196,15,3,50.98,0.0
196,17,1,30.4,0.0
196,38,2,37.51,0.0
196,3,4,210.73,0.1
196,105,3,45.11,0.2
197,76,1,10.64,0.0
198,30,1,18.03,0.0
199,53,1,108.15,0.0
199,63,1,19.91,0.1
200,16,4,15.62,0.0
200,26,3,36.15,0.2
200,55,2,16.78,0.0
200,48,1,128.2,0.1
201,10,4,121.49,0.1
202,5,4,95.87,0.0
202,64,2,248.26,0.1
202,104,1,291.82,0.15
202,15,2,50.98,0.0
202,79,1,73.8,0.0
203,101,3,29.93,0.2
204,64,1,248.26,0.0
204,59,2,90.35,0.1
204,53,3,108.15,0.0
204,93,3,68.0,0.0
205,119,2,44.92,0.0
205,14,4,74.09,0.0
205,42,1,13.33,0.0
205,60,3,91.68,0.1
206,4,2,30.61,0.0
207,1,2,74.48,0.0
207,24,1,20.63,0.0
207,78,4,137.74,0.0
208,71,4,114.05,0.2
208,107,3,257.39,0.0
209,33,4,19.5,0.0
209,104,3,291.82,0.0
210,93,1,68.0,0.15
210,37,4,921.79,0.0
210,90,1,109.37,0.0
211,44,3,18.46,0.1
211,61,4,37.44,0.0
211,86,2,230.89,0.1
211,90,4,109.37,0.0
212,6,1,79.0,0.15
212,117,4,15.26,0.1
212,80,4,21.1,0.0
212,60,4,91.68,0.0
213,23,2,25.86,0.0
214,51,1,37.61,0.0
214,48,4,128.2,0.0
214,7,4,23.82,0.15
214,60,4,91.68,0.0
215,82,3,55.45,0.0
216,73,3,111.85,0.0
216,109,3,24.7,0.0
217,73,1,111.85,0.0
217,113,1,570.95,0.0
217,68,1,34.7,0.0
218,97,3,15.51,0.0
218,18,1,673.88,0.0
218,17,3,30.4,0.0
218,64,4,248.26,0.0
218,4,3,30.61,0.0
219,115,4,22.31,0.0
219,74,4,36.95,0.0
219,86,4,230.89,0.0
220,115,4,22.31,0.0
221,31,4,527.26,0.1
221,46,1,1072.61,0.0
221,71,2,114.05,0.0
221,40,4,72.98,0.0
222,76,3,10.64,0.0
222,36,2,76.85,0.1
222,75,4,350.21,0.0
222,120,3,87.36,0.0
222,40,1,72.98,0.0
223,101,3,29.93,0.1
223,80,4,21.1,0.0
224,14,3,74.09,0.1
225,120,4,87.36,0.0
226,112,1,10.05,0.0
227,58,1,22.91,0.0
227,105,1,45.11,0.0
227,52,3,15.79,0.0
227,94,3,8.62,0.1
228,11,2,362.9,0.0
228,118,4,369.42,0.15
228,56,4,180.17,0.0
228,50,1,36.36,0.0
228,61,2,37.44,0.0
229,29,2,102.09,0.0
230,88,2,13.67,0.0
230,101,2,29.93,0.0
230,93,1,68.0,0.0
230,44,1,18.46,0.0
230,99,3,38.04,0.0
231,88,2,13.67,0.0
231,119,4,44.92,0.15
232,17,4,30.4,0.0
233,16,4,15.62,0.0
234,1,1,74.48,0.0
235,95,4,31.66,0.0
235,82,1,55.45,0.0
235,26,4,36.15,0.0
235,7,4,23.82,0.0
235,4,4,30.61,0.0
236,20,2,17.08,0.0
236,5,2,95.87,0.0
237,100,1,30.75,0.0
237,68,3,34.7,0.0
238,70,1,28.81,0.1
238,57,3,260.52,0.0
238,82,4,55.45,0.0
239,82,4,55.45,0.0
239,27,3,86.91,0.0
239,36,4,76.85,0.2
239,34,1,95.61,0.15
239,52,4,15.79,0.0
240,20,4,17.08,0.0
240,5,3,95.87,0.0
240,6,1,79.0,0.0
240,70,2,28.81,0.1
241,61,3,37.44,0.2
241,11,1,362.9,0.15
241,14,2,74.09,0.0
241,58,3,22.91,0.15
241,40,2,72.98,0.0
242,75,2,350.21,0.0
242,35,4,273.54,0.0
242,76,1,10.64,0.2
242,101,1,29.93,0.1
243,98,4,979.01,0.1
243,105,2,45.11,0.0
243,17,3,30.4,0.0
243,29,3,102.09,0.1
243,22,2,133.91,0.1
244,82,3,55.45,0.1
244,93,3,68.0,0.0
244,10,4,121.49,0.0
244,34,1,95.61,0.0
244,60,4,91.68,0.0
245,112,4,10.05,0.0
245,11,4,362.9,0.0
246,75,3,350.21,0.0
246,111,2,36.67,0.0
246,16,2,15.62,0.1
246,21,2,82.02,0.1
246,48,4,128.2,0.0
247,51,1,37.61,0.0
248,60,3,91.68,0.0
249,110,3,59.35,0.0
249,106,2,46.75,0.0
249,49,4,23.55,0.0
249,6,4,79.0,0.0
249,5,4,95.87,0.0
250,25,1,11.98,0.0
250,105,1,45.11,0.0
251,96,3,13.59,0.0
251,93,1,68.0,0.0
251,73,3,111.85,0.0
251,27,3,86.91,0.2
251,80,3,21.1,0.0
252,11,2,362.9,0.0
252,82,2,55.45,0.0
253,59,2,90.35,0.0
253,81,2,31.68,0.0
253,111,3,36.67,0.2
253,93,1,68.0,0.0
254,72,4,27.53,0.0
254,33,3,19.5,0.0
255,62,3,151.53,0.0
256,52,3,15.79,0.0
256,58,1,22.91,0.0
256,55,2,16.78,0.15
256,22,1,133.91,0.0
257,56,3,180.17,0.0
257,100,1,30.75,0.0
258,23,4,25.86,0.0
258,87,2,400.13,0.0
258,79,3,73.8,0.0
259,6,3,79.0,0.0
259,84,2,62.27,0.0
260,45,4,28.82,0.1
260,53,3,108.15,0.0
261,49,2,23.55,0.15
262,32,4,37.01,0.0
262,120,2,87.36,0.0
262,81,1,31.68,0.0
263,50,4,36.36,0.0
263,40,2,72.98,0.0
263,47,3,25.63,0.0
263,69,2,149.0,0.0
263,60,4,91.68,0.0
264,113,3,570.95,0.0
264,68,4,34.7,0.0
264,55,3,16.78,0.0
264,118,1,369.42,0.0
265,38,3,37.51,0.0
265,11,1,362.9,0.0
265,120,4,87.36,0.0
265,48,3,128.2,0.0
266,68,3,34.7,0.0
267,31,2,527.26,0.2
267,102,2,104.68,0.0
268,58,4,22.91,0.0
268,113,4,570.95,0.0
268,62,4,151.53,0.0
268,19,3,207.39,0.0
269,27,1,86.91,0.1
269,32,2,37.01,0.0
270,99,2,38.04,0.0
270,113,2,570.95,0.0
270,79,4,73.8,0.0
271,104,1,291.82,0.2
272,5,3,95.87,0.0
273,79,3,73.8,0.0
273,78,4,137.74,0.0
273,120,2,87.36,0.0
273,87,1,400.13,0.0
273,76,2,10.64,0.0
274,10,3,121.49,0.0
275,108,1,27.5,0.0
275,44,2,18.46,0.1
275,81,1,31.68,0.0
276,34,1,95.61,0.0
276,80,4,21.1,0.15
276,50,1,36.36,0.1
276,39,4,813.85,0.0
276,47,3,25.63,0.0
277,44,1,18.46,0.0
277,115,3,22.31,0.0
278,63,3,19.91,0.0
278,46,3,1072.61,0.0
278,13,2,290.11,0.0
279,20,2,17.08,0.0
279,57,2,260.52,0.0
279,13,1,290.11,0.0
279,54,3,27.62,0.0
279,95,2,31.66,0.0
280,29,3,102.09,0.0
280,112,1,10.05,0.0
280,103,2,101.9,0.0
280,104,2,291.82,0.0
280,21,2,82.02,0.0
281,58,1,22.91,0.0
281,91,1,128.38,0.0
281,41,3,61.94,0.0
281,40,1,72.98,0.0
282,102,4,104.68,0.1
283,24,3,20.63,0.0
283,95,2,31.66,0.0
283,5,2,95.87,0.0
283,77,3,15.68,0.0
283,86,3,230.89,0.0
284,33,4,19.5,0.0
284,111,2,36.67,0.0
284,49,2,23.55,0.0
284,15,4,50.98,0.0
284,76,4,10.64,0.15
285,64,4,248.26,0.0
285,41,3,61.94,0.0
285,10,4,121.49,0.0
285,119,3,44.92,0.0
286,82,1,55.45,0.0
286,2,2,26.52,0.0
286,12,1,61.23,0.0
286,26,1,36.15,0.0
286,102,2,104.68,0.0
287,89,1,15.09,0.0
287,118,4,369.42,0.0
287,24,1,20.63,0.0
287,78,3,137.74,0.2
287,108,1,27.5,0.0
288,71,2,114.05,0.0
288,54,3,27.62,0.0
288,49,4,23.55,0.0
288,33,2,19.5,0.0
289,116,1,340.28,0.2
289,37,1,921.79,0.15
289,53,4,108.15,0.0
289,113,2,570.95,0.0
289,92,1,66.97,0.0
290,112,3,10.05,0.0
291,18,1,673.88,0.0
291,62,4,151.53,0.0
291,36,1,76.85,0.0
291,68,1,34.7,0.0
292,43,2,23.13,0.0
292,21,1,82.02,0.0
292,112,3,10.05,0.0
292,7,3,23.82,0.0
293,120,2,87.36,0.0
293,71,3,114.05,0.0
294,102,1,104.68,0.0
294,69,3,149.0,0.0
294,6,2,79.0,0.0
294,48,2,128.2,0.0
294,105,2,45.11,0.0
295,1,2,74.48,0.0
295,21,4,82.02,0.0
295,89,1,15.09,0.0
295,90,4,109.37,0.0
296,40,2,72.98,0.0
297,11,2,362.9,0.0
297,37,1,921.79,0.0
297,91,1,128.38,0.1
297,27,1,86.91,0.0
297,80,3,21.1,0.1
298,53,1,108.15,0.2
298,36,4,76.85,0.0
298,62,3,151.53,0.15
298,21,1,82.02,0.0
298,3,2,210.73,0.0
299,86,4,230.89,0.0
299,21,4,82.02,0.0
299,120,4,87.36,0.1
299,9,2,35.83,0.1
300,103,2,101.9,0.2
300,9,3,35.83,0.0
300,44,1,18.46,0.0
300,31,4,527.26,0.0
301,2,4,26.52,0.0
301,109,1,24.7,0.1
301,87,1,400.13,0.0
301,103,1,101.9,0.0
302,23,1,25.86,0.0
302,21,4,82.02,0.0
302,119,2,44.92,0.0
302,5,2,95.87,0.0
302,33,2,19.5,0.0
303,64,3,248.26,0.0
303,116,1,340.28,0.0
303,44,1,18.46,0.0
304,115,4,22.31,0.0
304,13,4,290.11,0.0
304,25,2,11.98,0.0
305,71,2,114.05,0.0
306,16,3,15.62,0.0
306,67,2,38.0,0.0
306,103,2,101.9,0.1
307,50,4,36.36,0.0
307,116,1,340.28,0.0
307,16,1,15.62,0.0
308,58,3,22.91,0.0
309,65,2,759.55,0.1
310,72,1,27.53,0.15
310,99,4,38.04,0.0
310,8,1,274.79,0.0
311,89,3,15.09,0.0
311,55,2,16.78,0.0
311,3,3,210.73,0.0
311,92,2,66.97,0.1
312,74,2,36.95,0.1
313,96,1,13.59,0.0
313,64,3,248.26,0.15
313,42,3,13.33,0.0
313,111,3,36.67,0.0
313,26,1,36.15,0.0
314,40,1,72.98,0.0
314,81,2,31.68,0.0
314,68,2,34.7,0.0
314,113,2,570.95,0.0
315,38,4,37.51,0.0
316,24,4,20.63,0.0
316,63,1,19.91,0.2
316,11,4,362.9,0.0
317,57,2,260.52,0.0
317,117,1,15.26,0.0
317,76,3,10.64,0.0
317,19,3,207.39,0.0
318,20,2,17.08,0.1
318,89,2,15.09,0.1
319,89,3,15.09,0.0
319,43,3,23.13,0.0
319,58,3,22.91,0.0
319,1,1,74.48,0.2
320,80,3,21.1,0.15
320,11,3,362.9,0.0
320,3,3,210.73,0.1
320,93,4,68.0,0.1
321,59,1,90.35,0.2
321,107,3,257.39,0.0
321,25,3,11.98,0.0
321,39,2,813.85,0.0
321,62,4,151.53,0.1
322,1,2,74.48,0.0
322,45,2,28.82,0.2
323,14,3,74.09,0.0
324,49,3,23.55,0.0
325,91,4,128.38,0.1
325,51,2,37.61,0.0
325,111,4,36.67,0.0
325,112,3,10.05,0.0
326,63,1,19.91,0.0
326,50,4,36.36,0.0
326,45,1,28.82,0.0
326,60,3,91.68,0.0
326,55,4,16.78,0.0
327,32,1,37.01,0.0
327,47,2,25.63,0.0
327,31,3,527.26,0.0
327,73,4,111.85,0.0
328,70,3,28.81,0.0
328,46,3,1072.61,0.0
329,37,4,921.79,0.0
329,72,1,27.53,0.2
329,73,1,111.85,0.0
330,27,2,86.91,0.15
330,84,4,62.27,0.0
330,71,3,114.05,0.0
331,89,3,15.09,0.0
331,42,2,13.33,0.0
331,67,1,38.0,0.0
332,100,2,30.75,0.0
332,107,1,257.39,0.0
332,110,4,59.35,0.0
333,9,1,35.83,0.0
333,40,2,72.98,0.0
333,119,4,44.92,0.0
333,31,4,527.26,0.0
333,107,1,257.39,0.1
334,31,3,527.26,0.0
335,23,2,25.86,0.0
336,40,1,72.98,0.1
336,65,1,759.55,0.0
336,50,2,36.36,0.0
336,99,2,38.04,0.0
336,93,4,68.0,0.0
337,18,3,673.88,0.0
338,67,3,38.0,0.0
338,19,2,207.39,0.0
338,48,3,128.2,0.0
338,46,2,1072.61,0.0
339,96,1,13.59,0.0
339,26,2,36.15,0.0
340,45,1,28.82,0.0
340,113,4,570.95,0.0
340,96,1,13.59,0.0
341,1,4,74.48,0.0
341,34,4,95.61,0.0
